Código ISIN;Fecha Emisión;Fecha Vencimiento;Número de Cupón;Tasa;Sector;Path;XLSXLinks;Sector_abv;Nombre;Nombre_abv;Code
HNSEFI00315-1;2017-11-12;2033-05-12;5.0;0.0902;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00315-1;2017-11-12;2033-05-12;6.0;0.0848;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00315-1;2017-11-12;2033-05-12;7.0;0.0799;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00315-1;2017-11-12;2033-05-12;8.0;0.0854;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00309-4;2018-11-12;2028-11-12;1.0;0.0893;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00309-4;2018-11-12;2028-11-12;2.0;0.0869;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00309-4;2018-11-12;2028-11-12;3.0;0.0897;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00309-4;2018-11-12;2028-11-12;4.0;0.0843;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00309-4;2018-11-12;2028-11-12;5.0;0.0794;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00309-4;2018-11-12;2028-11-12;6.0;0.0849;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00311-0;2020-05-12;2030-11-12;1.0;0.0843;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00311-0;2020-05-12;2030-11-12;2.0;0.0794;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
HNSEFI00311-0;2020-05-12;2030-11-12;3.0;0.0849;operaciones-de-mercado-abierto;operaciones-de-mercado-abierto/tasa-variable-de-bonos-secretaria-finanzas;['https://www.bch.hn/operativos/OPM/Series%20pblicas/Tasa%20Variable%20Bonos%20Sefin.xlsx'];OMA0;Tasa Variable Bonos Sefin;TSEFIN;OMA0TSEFIN
